,img,img_path,img_annotation,img_pretrain,ann_file,pretrain_file
105,Subset3_Train_3_Leica,/data/acharl15/gleason_grading/Subset3_Train_3_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_3_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_3_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
106,Subset3_Train_23_Philips,/data/acharl15/gleason_grading/Subset3_Train_23_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_23_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_23_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
107,Subset3_Train_11_Leica,/data/acharl15/gleason_grading/Subset3_Train_11_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_11_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_11_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
108,Subset2_Train_32,/data/acharl15/gleason_grading/Subset2_Train_32.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_32/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_32/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
109,Subset3_Train_5_Philips,/data/acharl15/gleason_grading/Subset3_Train_5_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_5_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_5_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
110,Subset2_Train_27,/data/acharl15/gleason_grading/Subset2_Train_27.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_27/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_27/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
111,Subset2_Train_16,/data/acharl15/gleason_grading/Subset2_Train_16.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_16/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_16/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
112,Subset3_Train_6_Akoya,/data/acharl15/gleason_grading/Subset3_Train_6_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_6_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_6_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
113,Subset3_Train_13_Olympus,/data/acharl15/gleason_grading/Subset3_Train_13_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_13_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_13_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
114,Subset3_Train_4_Olympus,/data/acharl15/gleason_grading/Subset3_Train_4_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_4_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_4_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
115,Subset3_Train_7_Zeiss,/data/acharl15/gleason_grading/Subset3_Train_7_Zeiss.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_7_Zeiss/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_7_Zeiss/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
116,Subset1_Train_88,/data/acharl15/gleason_grading/Subset1_Train_88.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_88/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_88/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
117,Subset3_Train_19_Olympus,/data/acharl15/gleason_grading/Subset3_Train_19_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_19_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_19_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
118,Subset1_Train_54,/data/acharl15/gleason_grading/Subset1_Train_54.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_54/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_54/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
119,Subset1_Train_58,/data/acharl15/gleason_grading/Subset1_Train_58.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_58/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_58/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
120,Subset3_Train_15_Olympus,/data/acharl15/gleason_grading/Subset3_Train_15_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_15_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_15_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
121,Subset1_Train_25,/data/acharl15/gleason_grading/Subset1_Train_25.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_25/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_25/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
122,Subset1_Train_9,/data/acharl15/gleason_grading/Subset1_Train_9.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_9/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_9/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
123,Subset3_Train_16_Philips,/data/acharl15/gleason_grading/Subset3_Train_16_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_16_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_16_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
124,Subset3_Train_21_Zeiss,/data/acharl15/gleason_grading/Subset3_Train_21_Zeiss.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_21_Zeiss/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_21_Zeiss/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
125,Subset2_Train_15,/data/acharl15/gleason_grading/Subset2_Train_15.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_15/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_15/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
126,Subset1_Train_23,/data/acharl15/gleason_grading/Subset1_Train_23.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_23/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_23/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
127,Subset3_Train_17_Philips,/data/acharl15/gleason_grading/Subset3_Train_17_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_17_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_17_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
128,Subset1_Train_74,/data/acharl15/gleason_grading/Subset1_Train_74.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_74/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_74/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
129,Subset3_Train_18_Olympus,/data/acharl15/gleason_grading/Subset3_Train_18_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_18_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_18_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
130,Subset2_Train_13,/data/acharl15/gleason_grading/Subset2_Train_13.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_13/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_13/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
131,Subset3_Train_26_KFBio,/data/acharl15/gleason_grading/Subset3_Train_26_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_26_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_26_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
132,Subset3_Train_13_Zeiss,/data/acharl15/gleason_grading/Subset3_Train_13_Zeiss.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_13_Zeiss/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_13_Zeiss/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
133,Subset3_Train_22_Philips,/data/acharl15/gleason_grading/Subset3_Train_22_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_22_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_22_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
134,Subset2_Train_8,/data/acharl15/gleason_grading/Subset2_Train_8.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_8/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_8/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
135,Subset1_Train_42,/data/acharl15/gleason_grading/Subset1_Train_42.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_42/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_42/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
136,Subset1_Train_32,/data/acharl15/gleason_grading/Subset1_Train_32.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_32/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_32/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
137,Subset3_Train_1_Akoya,/data/acharl15/gleason_grading/Subset3_Train_1_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_1_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_1_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
138,Subset1_Train_31,/data/acharl15/gleason_grading/Subset1_Train_31.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_31/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_31/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
139,Subset1_Train_73,/data/acharl15/gleason_grading/Subset1_Train_73.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_73/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_73/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
140,Subset1_Train_96,/data/acharl15/gleason_grading/Subset1_Train_96.tiff,,,,
141,Subset3_Train_5_Akoya,/data/acharl15/gleason_grading/Subset3_Train_5_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_5_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_5_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
142,Subset2_Train_28,/data/acharl15/gleason_grading/Subset2_Train_28.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_28/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_28/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
143,Subset3_Train_23_KFBio,/data/acharl15/gleason_grading/Subset3_Train_23_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_23_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_23_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
144,Subset3_Train_4_Philips,/data/acharl15/gleason_grading/Subset3_Train_4_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_4_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_4_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
145,Subset1_Train_22,/data/acharl15/gleason_grading/Subset1_Train_22.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_22/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_22/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
146,Subset2_Train_2,/data/acharl15/gleason_grading/Subset2_Train_2.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_2/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_2/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
147,Subset3_Train_4_Akoya,/data/acharl15/gleason_grading/Subset3_Train_4_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_4_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_4_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
148,Subset2_Train_4,/data/acharl15/gleason_grading/Subset2_Train_4.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_4/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_4/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
149,Subset1_Train_105,/data/acharl15/gleason_grading/Subset1_Train_105.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_105/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_105/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
150,Subset1_Train_83,/data/acharl15/gleason_grading/Subset1_Train_83.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_83/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_83/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
151,Subset1_Train_29,/data/acharl15/gleason_grading/Subset1_Train_29.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_29/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_29/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
152,Subset3_Train_17_Akoya,/data/acharl15/gleason_grading/Subset3_Train_17_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_17_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_17_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
153,Subset3_Train_24_KFBio,/data/acharl15/gleason_grading/Subset3_Train_24_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_24_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_24_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
154,Subset1_Train_41,/data/acharl15/gleason_grading/Subset1_Train_41.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_41/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_41/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
155,Subset1_Train_92,/data/acharl15/gleason_grading/Subset1_Train_92.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_92/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_92/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
